i1003522789;ttpjymxi;5969267909837212589;0.5243216393303012;
i1004499693;wpsunjxd;4374531722170713848;0.564811015652861;
i1007160368;afbvxsxj;1451815381887846532;0.27249342488265915;
i1009587480;ivmvpxsc;2409945538840783801;0.3585742102177927;
i1018676921;gjitoueg;-7173041739521654686;0.7787168243471047;
i1020614435;efvfvxds;8786194148753886344;0.5242829847024245;
i1028932001;ekjjihwm;1595056189689749538;0.82020328982217;
i1029765299;smvjjbbt;-5893438554697198434;0.2503199774613334;
i10300248;thuwdwdw;-2362454896859970640;0.35649621516195784;
i1034535845;eqlvbhkj;-3755606588071843873;0.19549311575530604;
i1038392510;drwqwiyh;3399711425934747279;0.028828163096788817;
i1040146591;hxoljdib;-5928734354662746262;0.5666890409488579;
i1043399801;rwxydmth;6767532678409445885;0.32545087074041523;
i1051758349;pbuurxql;-3163210822057353917;0.7594229502314606;
i1062948046;ctcrqgve;-2106117649316143430;0.6446794842594905;
i1067046038;cbsnhlpf;-3138492508158365908;0.5532909379444501;
i1068278717;rifgiilp;-2290971802801292563;0.7266498133105473;
i1077017937;kqttuere;-4636684783319313147;0.19447772178168587;
i1079372690;ynaenyyg;-1247766722616142577;0.6209457030846748;
i1083353654;uykpnwbo;-3733171433050001642;0.08573843288887506;
i1083799592;gagehibd;-1211822472717401817;0.4591790137234014;
i1083824285;cxiumnqp;8437070571808927098;0.7619805279390769;
i1084759022;gowheqwf;-4983947483752399699;0.11082628851956466;
i1086019338;nrlyqedi;-472928501642823946;0.6059222986848335;
i1087135519;jqddmshd;-6238314570101684568;0.9114583843355181;
i1115971919;mbtnjxjt;9213304918820974341;0.634427580708737;
i1123192487;ssngxflk;-708929308936609751;0.2434180030495804;
i1124112447;wdcrockk;4518037655944756632;0.18529993582647308;
i1124560551;ojibdwmi;-8114757913171090210;0.7333330791529247;
i1131486667;ntaxxpqy;-3151163858459404908;0.28476122286090544;
i113341229;xavcjcqq;-7730701337130069487;0.9618359935879331;
i1135859896;tbcaknex;-3967716607497714592;0.6197114197250115;
i1142860131;svhqbyst;-7094907682412960517;0.9057840299406065;
i1145919007;awjssgha;-1305487987830685720;0.040951619639394865;
i1148167368;mvbdgecg;4444338750915673435;0.11041287702845759;
i1149910609;rkxasusy;-4110859857784569741;0.6897653806536582;
i115445071;aboibria;-6803502323946230509;0.4542794628361465;
i115560653;esoutsqk;-663424788080874317;0.0093062308126447;
i1157536404;uhjxrsrt;-2041816724879736826;0.395518516058465;
i1158765676;bbhnflmj;8403711787281661598;0.2713719544114458;
i1161145458;wecmdfkq;-3458748380707562784;0.27003988624848885;
i1166813875;rthiybhh;5036132610439120551;0.961701313946612;
i116915795;dssmdfvx;-4371588393907040988;0.5161635183664421;
i1169814592;remcmcyh;8977881451194275692;0.5578649655334524;
i1170312920;xqllvhtx;5942904647345886700;0.6164357569573962;
i1179333927;kaoawmah;6002241144435371079;0.21483680895487778;
i1181852328;qqovfmqu;4201634321420057834;0.07453073867254723;
i1182929154;vumdkkhg;-3752890521170323553;0.2798637178337794;
i1185603550;pgxvkhvp;-4410234236401813852;0.7902138566256754;
i1187194333;ljquawyr;5762884761843615772;0.9336518384771536;
i1194118939;iptwdfkv;8412565494932808503;0.8886832389985918;
i119628471;fvkriwhp;8958452385624751401;0.33908647177972917;
i1197032675;thxnerpj;1526646834159652870;0.7504745316427406;
i1197570715;utwgynea;1798824911664468152;0.9880009793730682;
i1200470427;slxdyvfn;3488991709678154469;0.571587094640177;
i1203072159;bxhcscyk;-2342360452764060400;0.029931521913406645;
i1204096888;yhokqupk;-4393898477106779378;0.8898199770764252;
i1204728105;fyylnusm;999254924928567109;0.1007062315113878;
i1208657975;elvkttqs;-8562717010272252890;0.1054297828207238;
i1222721259;oirsslvi;264108207733078076;0.769265579142736;
i1223850214;bgoxovkb;-1319741725032523002;0.3974687149710284;
i1225137725;oninmanj;-7183978876913570411;0.3884861766669159;
i1228769680;plbbaerm;-1027159559502585828;0.9192681528265972;
i123016896;qeadsusd;-2188357822105600530;0.8314419689133763;
i1233864622;gvhukydt;105506805779424314;0.3642784364898448;
i1236086391;prsatmhw;331871890132542892;0.780975655682924;
i1239973122;brcietus;-672634248970947653;0.8915373660537453;
i1244196718;tqfnpbeg;6497754376392550688;0.32789962081597157;
i1246841048;euyhxynd;-6482726367970635177;0.38020666847676277;
i1247133559;eaijmoea;8701344920410108552;0.5192671444233691;
i1248171981;pkqubyyx;4316065315550517153;0.6852493538133564;
i1256501431;djcyadok;-2236092126700697119;0.2462893637061343;
i1257464532;gmdffedb;-831834937045388243;0.026558826925704992;
i1260289783;vwhuyiyr;7283789111633757772;0.8148755571175107;
i1261480531;eomovfjl;-3204318299975440898;0.13715006500542126;
i1262318550;yorqvgta;5227538769106119580;0.6723374792163395;
i1262816881;lnssomlf;-65157601851072802;0.57074211119014;
i1263309771;ryfbyqqu;165130687997668454;0.00347366037955521;
i1270461840;wxeutepd;-1912588588779185925;0.9127547140360923;
i1273803029;qmqyrqiq;-5285501009877050530;0.8009578679024962;
i1274053062;opltvgpf;5297945416506408985;0.563423835051195;
i1276759500;femhqnvr;7121043736722458291;0.07378030299028104;
i1291531571;ngjxecaw;-7889769164234624964;0.9802265054950554;
i1292426791;ysqolymn;-4772434707479313676;0.8775029153332341;
i1292906115;nladmusp;4567031597123328435;0.34972802395115443;
i1312151146;xjxjbvoa;529454416321927210;0.5517507616579238;
i1312454929;vidmhana;-8535968085749102395;0.47445111170890397;
i1313498149;rdkhkkte;667500171469219774;0.6395986512220011;
i1328543460;rfvpwtkp;7333237358661768425;0.21828675569753098;
i1333809890;tmcjbdfp;5445804041492452650;0.33035430405963606;
i1338260267;vufohpxd;-5719342074533789228;0.10552614453911668;
i1342819789;ioyobuyl;-4226761100987318699;0.48350351277920867;
i1350744429;umgisajt;-6415859944380952301;0.16717078159890497;
i1362843162;ymyijtyt;-8888863274706294736;0.4093275950267051;
i1371897205;wamsbxsu;522586448409309069;0.636650988242237;
i1372538048;vvbsjfpi;-3475598988831745266;0.0708320210914678;
i1381243902;ksvmslya;-559116738346840294;0.8075058612066986;
i1384359211;dnhwgwyk;7547646146958952483;0.10699863772602503;
i1390000125;cxmibjou;-4701129077309120296;0.7646652635888642;
i1391017550;vwttofvi;7803903776284772127;0.37715395593403767;
